,Age,Years Worked,Commercial,Shareholder,Has App,Owns Car,Owns House,Wages Paid,Last Payment,Investment Risk,Total Asset Code,Potential Asset Code,Financial Producs,Fund Purchases,Insurance Purchases,Gold Purchases,Has Loan,Total Loans,Overdue Loans,Overdue Days,Has Credit Cards,Credit Use,Debit Cards,Credit Cards,Debit ,Credit,Debit Card Level,F,M,Bachelors,Doctorate,Masters,Post-secondary,Upper Secondary,Divorced,Married,Never Married,Separated,Widowed,Flag
15063,52,8,0,0,1,1,0,0,-1,0,-1,6,0,0,0,0,0,0,0,0,1,4,1,1,392,392,10,0,1,1,0,0,0,0,0,0,1,0,0,1
15064,30,1,0,0,1,1,0,0,-1,0,-1,3,0,0,0,0,0,0,0,0,1,5,1,2,1994,430,10,0,1,0,0,1,0,0,0,1,0,0,0,0
15065,40,6,0,0,1,1,0,0,-1,1,-1,5,0,1,0,0,0,0,0,0,1,4,2,1,200,200,10,0,1,1,0,0,0,0,0,0,1,0,0,0
15066,44,2,0,0,1,0,0,0,-1,1,-1,4,0,2,0,0,0,0,0,0,1,3,1,1,83,419,10,1,0,0,0,0,0,1,0,0,1,0,0,0
15067,27,0,0,0,1,0,0,1,381,1,-1,4,0,0,0,0,0,0,0,0,0,1,1,2,410,383,10,0,1,0,0,0,0,1,0,1,0,0,0,1
15068,31,0,0,0,1,0,0,0,993,0,1,5,0,0,0,0,0,0,0,0,1,1,1,1,1025,3955,20,1,0,0,0,0,1,0,0,1,0,0,0,0
15069,31,0,0,0,1,0,0,0,-1,0,-1,5,0,0,0,0,0,0,0,0,1,3,1,1,1245,1092,10,0,1,1,0,0,0,0,0,0,1,0,0,0
15070,37,0,0,0,1,0,0,0,1033,0,1,6,0,0,0,0,0,0,0,0,1,4,2,1,4987,4108,10,0,1,0,0,0,1,0,0,1,0,0,0,0
15071,31,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,1,1,2,262,264,10,1,0,1,0,0,0,0,0,0,1,0,0,0
15072,29,2,0,0,1,0,0,0,-1,0,2,3,0,0,0,0,0,0,0,0,1,4,2,2,1691,1690,10,1,0,1,0,0,0,0,0,0,1,0,0,1
15073,23,17,0,0,1,0,0,1,777,0,-1,5,0,0,0,0,0,0,0,0,1,3,2,1,799,560,10,1,0,0,0,0,0,1,0,1,0,0,0,1
15074,31,1,0,0,1,0,0,0,-1,1,-1,4,0,0,0,0,0,0,0,0,0,0,1,0,566,-1,10,1,0,0,0,0,0,1,0,0,1,0,0,1
15075,28,0,0,0,1,1,0,0,-1,0,2,6,0,0,0,0,0,0,0,0,1,3,1,3,2203,618,10,1,0,1,0,0,0,0,0,0,1,0,0,0
15076,22,0,0,0,1,0,0,1,228,1,-1,5,0,1,0,0,0,0,0,0,0,0,1,1,271,264,10,0,1,0,0,1,0,0,0,1,0,0,0,0
15077,33,0,0,0,1,0,0,0,-1,0,2,5,0,0,0,0,0,0,0,0,1,3,1,2,2006,1943,10,0,1,1,0,0,0,0,0,1,0,0,0,0
15078,30,1,0,0,1,0,0,1,290,1,1,5,0,0,0,0,0,0,0,0,1,3,2,1,316,567,20,0,1,0,0,0,0,1,0,1,0,0,0,0
15079,25,6,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,1,1,2,127,129,10,0,1,1,0,0,0,0,0,1,0,0,0,0
15080,33,14,0,0,1,0,0,0,-1,0,2,6,0,0,0,0,0,0,0,0,1,4,1,1,1342,290,10,0,1,0,0,0,0,1,0,0,1,0,0,0
15081,50,27,0,0,1,0,0,0,-1,1,-1,-1,0,1,0,0,0,0,0,0,1,4,1,1,1,1053,20,1,0,0,0,0,0,1,0,0,1,0,0,0
15082,32,2,0,0,1,1,0,0,-1,0,-1,6,0,0,0,0,0,0,0,0,1,3,1,1,2502,1676,10,0,1,0,0,0,0,1,0,1,0,0,0,0
15083,40,12,0,1,0,0,0,0,-1,0,2,5,0,0,0,0,0,0,0,0,0,3,3,1,4782,2163,10,1,0,1,0,0,0,0,0,0,1,0,0,0
15084,56,0,0,0,1,0,0,0,-1,1,-1,6,0,0,0,0,0,0,0,0,1,2,2,1,164,164,10,0,1,1,0,0,0,0,0,0,1,0,0,1
15085,38,5,0,1,0,0,0,0,-1,0,3,2,0,0,0,0,0,0,0,0,0,0,2,1,6374,1781,10,0,1,0,0,1,0,0,1,0,0,0,0,0
15086,49,23,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,332,334,10,0,1,0,0,0,1,0,0,0,1,0,0,0
15087,35,0,0,1,1,1,0,0,-1,0,6,3,0,0,0,0,0,0,0,0,1,4,1,1,760,2692,20,0,1,0,0,0,1,0,0,0,1,0,0,0
15088,24,0,0,0,1,0,0,0,1071,0,-1,5,0,0,0,0,0,0,0,0,0,0,1,2,1366,402,10,1,0,1,0,0,0,0,1,0,0,0,0,0
15089,36,8,0,0,1,1,0,0,-1,1,-1,6,0,0,0,0,0,0,0,0,1,3,1,1,402,402,10,1,0,1,0,0,0,0,0,0,1,0,0,0
15090,26,4,0,0,1,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,2,1,2,381,383,10,0,1,1,0,0,0,0,0,1,0,0,0,0
15091,38,0,0,0,1,1,0,0,1160,0,2,4,0,0,0,0,0,0,0,0,1,3,1,2,1305,768,10,0,1,0,0,0,0,1,0,0,1,0,0,0
15092,30,0,0,0,1,0,0,0,-1,0,-1,5,0,0,0,0,0,0,0,0,1,1,1,1,510,388,10,0,1,1,0,0,0,0,1,0,0,0,0,1
15093,31,0,0,0,0,0,0,0,1218,0,-1,4,0,0,0,0,0,0,0,0,1,3,2,1,1936,1350,20,0,1,0,0,0,1,0,0,1,0,0,0,1
15094,40,0,0,0,1,1,1,0,1176,1,2,5,4,0,0,0,1,7,0,0,1,4,4,2,4015,4595,20,1,0,1,0,0,0,0,0,0,1,0,0,0
15095,27,0,0,0,1,0,0,1,304,1,-1,5,0,0,0,0,0,0,0,0,0,0,1,0,338,-1,10,1,0,0,0,0,0,1,0,0,1,0,0,0
15096,58,1,0,0,1,0,0,1,249,1,-1,5,0,0,0,0,0,0,0,0,0,0,1,1,283,255,10,0,1,0,0,1,0,0,0,0,1,0,0,0
15097,31,10,0,0,1,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,5,1,2,410,992,10,0,1,1,0,0,0,0,0,0,1,0,0,0
15098,27,0,0,0,0,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,4,1,1,414,416,10,1,0,1,0,0,0,0,0,1,0,0,0,0
15099,36,0,0,0,1,0,0,0,-1,0,1,3,0,0,0,0,0,0,0,0,1,5,1,2,1404,1491,10,1,0,0,0,0,0,1,0,1,0,0,0,0
15100,25,0,0,0,1,1,0,0,418,1,-1,4,0,21,0,0,0,0,0,0,1,1,1,2,457,825,10,1,0,0,0,0,1,0,0,1,0,0,0,0
15101,31,0,0,0,1,1,0,0,611,0,1,4,0,0,0,0,0,0,0,0,1,4,1,1,1340,744,10,0,1,1,0,0,0,0,0,1,0,0,0,0
15102,29,2,0,0,0,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,3,1,1,409,411,10,0,1,1,0,0,0,0,0,1,0,0,0,0
15103,38,1,0,0,1,0,0,0,-1,1,-1,5,0,0,0,0,1,4,0,1,1,3,7,1,482,482,10,0,1,0,0,0,0,1,0,0,1,0,0,0
15104,29,0,0,0,1,1,0,1,286,1,-1,3,0,1,0,0,0,0,0,0,1,5,1,2,329,3103,10,1,0,0,0,0,1,0,0,0,1,0,0,0
15105,34,2,0,0,0,1,0,0,-1,1,-1,4,0,0,0,0,0,0,0,0,1,4,1,2,588,521,10,1,0,1,0,0,0,0,0,0,1,0,0,0
15106,27,3,0,0,1,1,0,0,-1,0,-1,6,0,0,0,0,0,0,0,0,1,4,2,2,466,708,10,0,1,0,0,0,0,1,0,0,1,0,0,0
15107,46,8,0,0,1,1,0,0,-1,0,-1,6,0,0,0,0,0,0,0,0,1,3,1,1,1586,438,10,0,1,1,0,0,0,0,0,1,0,0,0,0
15108,34,0,0,0,1,1,0,0,-1,0,-1,3,0,0,0,0,0,0,0,0,1,4,1,2,1864,3955,10,1,0,0,0,0,1,0,0,1,0,0,0,0
15109,34,9,0,0,1,1,0,1,56,1,2,3,0,20,7,0,0,0,0,0,1,5,1,3,2744,4291,20,1,0,1,0,0,0,0,0,0,1,0,0,0
15110,27,0,0,0,1,0,0,1,931,0,-1,3,0,0,0,0,0,0,0,0,1,4,3,1,1131,1055,10,0,1,0,0,0,1,0,0,1,0,0,0,0
15111,34,0,0,1,1,1,0,0,-1,0,2,2,0,0,0,0,1,3,0,0,1,4,2,2,1726,2603,10,0,1,0,0,0,0,1,0,0,1,0,0,0
15112,21,0,0,0,1,0,0,0,377,1,-1,5,0,0,0,0,0,0,0,0,0,0,1,1,405,202,10,0,1,1,0,0,0,0,0,1,0,0,0,0
15113,24,2,0,0,1,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,3,1,1,390,151,10,0,1,1,0,0,0,0,0,1,0,0,0,0
15114,43,0,0,1,1,1,0,0,-1,0,-1,4,0,0,0,0,0,0,0,0,1,5,1,2,3023,2922,10,0,1,1,0,0,0,0,0,0,1,0,0,0
15115,22,1,0,0,1,0,0,0,-1,0,1,5,0,0,0,0,0,0,0,0,1,3,1,3,861,593,10,0,1,0,0,1,0,0,0,1,0,0,0,0
15116,41,0,0,1,0,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,4,1,2,1242,1241,10,0,1,0,0,0,0,1,0,0,1,0,0,0
15117,38,0,0,0,1,1,0,0,670,1,-1,6,0,8,0,0,1,3,0,0,1,3,4,1,3468,3225,40,0,1,0,0,0,1,0,0,0,1,0,0,0
15118,47,21,0,0,1,0,0,0,-1,0,2,5,0,0,0,0,0,0,0,0,0,1,2,1,1638,1616,10,1,0,0,0,0,0,1,0,0,1,0,0,0
15119,30,1,0,0,1,1,0,0,-1,1,-1,6,0,0,0,0,0,0,0,0,1,3,2,1,640,1965,10,0,1,0,0,0,0,1,0,0,1,0,0,1
15120,35,0,0,0,1,1,0,0,1182,1,-1,3,0,0,0,0,1,3,0,0,1,5,1,1,1356,4139,10,1,0,0,0,0,1,0,0,1,0,0,0,0
15121,21,0,0,0,1,1,0,1,325,1,-1,5,0,2,0,0,0,0,0,0,1,3,1,2,354,333,20,1,0,1,0,0,0,0,0,1,0,0,0,0
15122,21,1,0,0,1,0,0,0,1046,0,1,5,0,0,0,0,0,0,0,0,1,3,1,1,1055,612,10,0,1,0,0,0,0,1,0,1,0,0,0,0
15123,32,0,0,0,1,1,0,0,-1,0,-1,6,0,0,0,0,0,0,0,0,1,3,1,2,2422,1684,10,0,1,1,0,0,0,0,0,1,0,0,0,0
15124,23,0,0,0,1,0,0,0,833,0,-1,5,0,0,0,0,0,0,0,0,1,3,2,2,843,509,10,0,1,1,0,0,0,0,0,1,0,0,0,0
15125,21,16,0,0,1,0,0,0,-1,1,-1,5,0,0,0,0,0,0,0,0,1,3,1,1,448,448,10,0,1,1,0,0,0,0,0,1,0,0,0,1
15126,57,33,0,0,1,0,0,1,1194,1,2,6,0,0,0,0,1,4,0,0,0,0,3,0,6847,-1,20,0,1,0,0,0,0,1,0,0,1,0,0,0
15127,45,0,0,0,1,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,5,1,2,344,346,10,0,1,1,0,0,0,0,0,0,1,0,0,1
15128,40,0,0,0,1,0,0,0,-1,1,-1,5,0,1,0,0,0,0,0,0,0,0,1,1,158,158,10,0,1,1,0,0,0,0,0,0,1,0,0,0
15129,49,0,0,0,1,0,0,0,672,0,-1,3,0,0,0,0,0,0,0,0,0,0,1,2,714,129,10,0,1,0,0,1,0,0,0,0,1,0,0,0
15130,22,0,0,0,1,0,0,1,290,1,-1,4,0,1,0,0,0,0,0,0,1,3,1,1,339,284,10,0,1,0,0,1,0,0,0,1,0,0,0,0
15131,39,0,0,0,1,0,0,0,-1,0,-1,6,0,0,0,0,0,0,0,0,1,3,2,1,6783,4078,10,0,1,0,1,0,0,0,0,1,0,0,0,0
15132,28,1,0,0,1,0,0,0,-1,1,-1,5,0,1,0,0,0,0,0,0,1,1,1,1,188,188,10,0,1,1,0,0,0,0,0,1,0,0,0,0
15133,24,3,0,0,1,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,3,2,1,67,69,10,0,1,1,0,0,0,0,0,1,0,0,0,0
15134,32,5,0,0,1,1,0,1,1168,0,1,5,0,0,0,0,0,0,0,0,1,3,1,2,1493,563,10,1,0,1,0,0,0,0,0,0,1,0,0,1
15135,28,2,0,0,1,1,0,0,-1,1,-1,5,0,0,0,0,0,0,0,0,1,3,2,1,588,588,10,0,1,0,0,0,0,1,0,1,0,0,0,0
15136,33,2,0,0,1,1,0,0,1171,0,-1,6,0,0,0,0,0,0,0,0,1,4,1,1,4686,4413,10,0,1,0,0,0,0,1,0,1,0,0,0,0
15137,23,0,0,0,0,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,3,1,1,319,321,10,0,1,1,0,0,0,0,0,1,0,0,0,0
15138,54,3,0,1,1,0,0,0,-1,1,2,4,0,0,0,0,0,0,0,0,1,1,1,1,653,152,10,1,0,1,0,0,0,0,0,0,1,0,0,0
15139,35,0,0,0,1,0,0,0,1195,1,3,4,0,1,0,0,0,0,0,0,1,3,2,2,2321,424,20,1,0,0,0,0,1,0,0,0,1,0,0,0
15140,36,1,0,0,1,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,2,1,1,123,171,10,0,1,1,0,0,0,0,0,0,1,0,0,0
15141,28,5,0,0,1,0,0,0,-1,0,3,5,0,0,0,0,0,0,0,0,1,3,2,1,1175,1089,20,1,0,1,0,0,0,0,0,0,1,0,0,0
15142,48,1,0,0,0,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,4,1,1,374,376,10,0,1,1,0,0,0,0,0,0,1,0,0,1
15143,31,2,0,0,1,1,0,1,301,0,-1,5,0,0,0,0,0,0,0,0,0,0,1,0,1822,-1,10,0,1,1,0,0,0,0,0,0,1,0,0,0
15144,43,0,0,0,1,0,0,0,726,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,764,-1,10,1,0,0,0,0,0,1,0,0,1,0,0,0
15145,27,0,0,1,1,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,2,1,3,420,1033,10,0,1,0,0,0,0,1,0,0,1,0,0,0
15146,36,0,0,0,1,1,0,0,-1,0,2,6,0,0,0,0,0,0,0,0,1,5,1,3,1030,1467,10,1,0,0,0,0,1,0,0,0,1,0,0,1
15147,29,0,0,0,1,0,0,0,-1,1,-1,4,0,4,0,0,0,0,0,0,0,3,1,1,1949,1417,10,0,1,0,0,0,0,1,0,1,0,0,0,0
15148,57,0,0,0,1,0,0,0,-1,0,8,4,0,0,0,0,0,0,0,0,0,0,1,1,1719,1572,10,0,1,0,0,0,0,1,0,0,1,0,0,1
15149,32,0,0,0,0,0,0,0,-1,0,1,6,0,0,0,0,0,0,0,0,1,3,1,3,3253,724,10,0,1,1,0,0,0,0,0,0,1,0,0,1
15150,27,0,0,0,1,0,0,0,-1,1,-1,-1,0,1,0,0,0,0,0,0,1,1,1,3,296,298,10,0,1,0,0,0,1,0,0,1,0,0,0,0
15151,27,1,0,1,1,1,0,0,-1,1,-1,6,0,0,0,0,0,0,0,0,1,5,2,2,698,837,10,0,1,0,0,0,1,0,0,1,0,0,0,0
15152,37,3,0,0,1,1,0,0,-1,0,-1,3,0,0,0,0,0,0,0,0,1,4,1,1,4280,3743,10,1,0,0,0,0,1,0,0,1,0,0,0,0
15153,36,6,0,0,1,1,0,0,-1,0,-1,2,0,0,0,0,0,0,0,0,1,3,1,1,1895,2700,10,0,1,0,0,0,1,0,0,0,1,0,0,0
15154,56,27,0,0,1,1,0,0,-1,1,-1,3,2,0,0,0,0,0,0,0,1,3,1,1,517,505,20,0,1,0,0,0,0,1,0,0,1,0,0,0
15155,27,0,0,0,0,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,5,1,3,417,420,10,0,1,0,0,1,0,0,0,1,0,0,0,0
15156,29,0,0,0,1,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,5,1,3,410,2258,10,0,1,0,0,0,1,0,0,1,0,0,0,0
15157,36,2,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,479,481,10,0,1,1,0,0,0,0,0,0,1,0,0,0
15158,22,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,2,1,2,74,76,10,1,0,1,0,0,0,0,0,1,0,0,0,0
15159,25,0,0,0,1,1,0,1,238,0,-1,4,0,0,0,0,0,0,0,0,1,2,3,2,525,514,10,1,0,0,0,1,0,0,0,1,0,0,0,0
15160,34,1,1,1,1,1,0,0,-1,0,4,2,0,0,0,0,1,3,6,84,1,5,14,3,3394,3378,10,0,1,0,0,0,1,0,0,1,0,0,0,1
15161,25,1,0,0,1,0,0,0,780,0,-1,5,0,0,0,0,0,0,0,0,0,0,1,1,803,63,10,1,0,1,0,0,0,0,0,0,1,0,0,0
15162,31,2,0,0,1,0,0,0,-1,1,5,2,12,11,1,0,0,0,0,0,1,4,1,1,1927,2421,40,1,0,1,0,0,0,0,0,1,0,0,0,0
15163,19,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,3,1,1,93,95,10,0,1,0,0,1,0,0,0,1,0,0,0,0
15164,35,1,0,0,0,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,4,1,2,451,453,10,0,1,1,0,0,0,0,0,1,0,0,0,1
15165,35,0,0,0,1,1,0,0,-1,0,-1,6,0,0,0,0,0,0,0,0,1,3,2,1,2354,3833,10,1,0,0,0,0,1,0,0,1,0,0,0,0
15166,29,3,0,0,1,1,0,1,1186,1,3,4,0,4,0,0,0,0,0,0,1,5,2,1,1576,491,20,0,1,0,0,0,1,0,0,0,1,0,0,1
15167,34,4,0,1,1,1,0,0,-1,0,3,2,0,0,0,0,0,0,0,0,1,5,1,1,1749,1727,10,0,1,0,0,0,0,1,0,0,1,0,0,0
15168,41,15,0,0,1,0,0,0,-1,0,-1,5,0,0,0,0,0,0,0,0,0,0,2,2,3337,550,10,1,0,1,0,0,0,0,0,0,1,0,0,0
15169,35,0,0,0,1,1,0,0,-1,0,-1,6,0,0,0,0,0,0,0,0,1,5,1,1,4332,4352,10,1,0,1,0,0,0,0,0,1,0,0,0,0
15170,32,0,0,0,1,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,5,1,2,1652,2244,10,0,1,1,0,0,0,0,0,0,1,0,0,0
15171,38,5,0,0,1,1,0,0,-1,1,2,4,2,0,0,0,0,0,0,0,1,3,1,1,893,3317,20,1,0,0,0,0,0,1,0,0,1,0,0,0
15172,26,0,0,0,1,0,0,0,-1,1,-1,5,0,1,0,0,0,0,0,0,1,2,1,2,160,160,10,0,1,0,0,0,1,0,0,1,0,0,0,0
15173,33,0,0,0,1,0,0,0,-1,1,-1,5,0,3,0,0,0,0,0,0,1,3,1,1,433,433,10,0,1,1,0,0,0,0,0,1,0,0,0,0
15174,49,26,0,0,1,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,2,1,1,424,462,10,1,0,0,0,0,0,1,0,0,1,0,0,0
15175,25,2,0,0,1,0,0,0,-1,1,-1,4,0,0,0,0,0,0,0,0,1,3,1,1,512,512,10,0,1,1,0,0,0,0,0,1,0,0,0,0
15176,30,0,0,0,1,0,0,0,821,0,-1,6,0,0,0,0,0,0,0,0,1,1,2,2,859,773,10,0,1,0,0,1,0,0,0,0,1,0,0,0
15177,29,5,0,0,0,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,3,1,1,76,768,10,0,1,1,0,0,0,0,0,0,1,0,0,1
15178,38,20,0,0,1,1,0,0,-1,1,-1,3,0,0,0,0,0,0,0,0,1,3,1,1,399,399,10,0,1,1,0,0,0,0,0,0,1,0,0,1
15179,32,5,0,0,0,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,4,1,1,1467,1466,10,0,1,0,0,0,0,1,0,1,0,0,0,1
15180,23,0,0,0,1,1,0,0,-1,1,-1,5,0,0,0,0,0,0,0,0,1,3,1,2,689,689,10,0,1,1,0,0,0,0,0,1,0,0,0,0
15181,25,0,0,0,1,1,0,0,487,1,-1,4,0,0,0,0,1,2,0,0,1,5,3,3,575,758,10,0,1,0,0,0,0,1,0,1,0,0,0,0
15182,26,1,0,0,1,0,0,1,843,1,-1,3,0,10,0,0,0,0,0,0,1,3,1,2,846,410,10,1,0,0,0,0,1,0,0,1,0,0,0,0
15183,27,0,0,0,1,1,0,0,782,1,1,6,1,1,0,0,0,0,0,0,1,4,3,2,789,1114,20,0,1,0,0,0,0,1,0,1,0,0,0,0
15184,25,1,0,0,1,1,0,0,-1,0,-1,6,0,0,0,0,0,0,0,0,1,5,1,1,1424,525,10,1,0,0,0,0,0,1,0,1,0,0,0,0
15185,36,2,0,0,1,1,0,0,-1,0,1,3,0,0,0,0,0,0,0,0,1,3,1,3,949,765,10,0,1,1,0,0,0,0,0,0,1,0,0,1
15186,20,0,0,0,1,0,0,0,437,1,-1,4,0,0,0,0,0,0,0,0,1,1,2,1,873,430,10,0,1,0,0,1,0,0,0,1,0,0,0,0
15187,43,1,0,0,1,0,0,0,-1,0,-1,5,0,0,0,0,0,0,0,0,1,3,1,2,690,274,10,0,1,0,0,0,1,0,0,1,0,0,0,0
15188,21,0,0,0,0,0,0,0,-1,1,1,4,0,0,0,0,0,0,0,0,1,3,1,1,577,236,10,0,1,1,0,0,0,0,0,1,0,0,0,0
15189,48,5,0,1,1,1,0,0,-1,1,-1,5,0,0,0,0,0,0,0,0,1,3,1,1,627,627,10,1,0,0,0,0,1,0,0,0,1,0,0,1
15190,31,0,0,0,1,1,0,1,1118,0,-1,6,0,0,0,0,0,0,0,0,1,3,2,1,1818,1872,10,0,1,0,0,0,0,1,0,1,0,0,0,0
15191,37,1,0,0,1,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,3,1,1,1504,1690,10,0,1,0,0,0,0,1,0,0,1,0,0,0
15192,39,3,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,3,1,2,327,329,10,1,0,1,0,0,0,0,0,0,1,0,0,0
15193,37,6,0,0,1,1,0,0,-1,1,-1,6,0,0,0,0,0,0,0,0,1,2,1,1,395,395,10,0,1,1,0,0,0,0,0,1,0,0,0,0
15194,28,0,0,0,1,0,1,0,-1,1,-1,2,0,24,0,0,1,7,0,0,1,3,2,1,487,465,20,0,1,0,0,0,1,0,0,1,0,0,0,0
15195,34,1,0,0,0,1,0,0,-1,0,-1,3,0,0,0,0,0,0,0,0,1,5,1,1,3965,4230,10,1,0,0,0,0,0,1,0,1,0,0,0,0
15196,37,10,0,0,1,0,0,0,-1,0,-1,3,0,0,0,0,1,3,0,0,1,3,1,1,1344,1343,10,1,0,0,0,0,1,0,0,0,1,0,0,0
15197,30,10,0,0,1,1,0,0,-1,0,-1,4,0,0,0,0,0,0,0,0,0,0,1,1,943,321,10,0,1,1,0,0,0,0,0,0,1,0,0,0
15198,32,0,0,0,1,0,0,1,381,1,-1,4,0,0,0,0,0,0,0,0,0,0,1,2,419,413,20,0,1,1,0,0,0,0,0,0,1,0,0,0
15199,28,0,0,0,1,1,0,1,328,1,-1,6,0,0,0,0,0,0,0,0,1,3,1,1,330,297,10,1,0,0,0,1,0,0,0,1,0,0,0,0
15200,43,3,0,0,0,1,0,0,-1,0,-1,5,0,0,0,0,0,0,0,0,1,2,1,1,2001,339,10,1,0,1,0,0,0,0,0,0,1,0,0,0
15201,39,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,1,1,1,390,2385,10,0,1,0,0,0,0,1,0,0,1,0,0,1
15202,38,16,0,1,1,1,0,0,-1,1,-1,4,0,0,0,0,0,0,0,0,1,3,1,1,445,445,10,0,1,0,0,0,0,1,0,1,0,0,0,0
15203,51,20,0,1,1,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,3,2,1,465,409,10,0,1,0,0,0,0,1,0,1,0,0,0,1
15204,29,1,0,0,1,0,0,0,-1,0,-1,4,0,0,0,0,0,0,0,0,0,0,1,1,1012,737,10,1,0,0,0,0,0,1,0,0,1,0,0,0
15205,21,0,0,0,1,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,3,1,2,374,376,10,1,0,1,0,0,0,0,0,1,0,0,0,0
15206,26,0,0,0,1,0,0,0,-1,1,-1,2,0,0,0,0,0,0,0,0,0,3,1,2,663,661,10,0,1,0,0,1,0,0,0,1,0,0,0,0
15207,33,14,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,3,1,1,324,962,10,0,1,0,0,0,0,1,0,0,1,0,0,0
15208,33,3,1,1,1,1,0,0,-1,0,5,6,0,0,0,0,1,4,0,0,1,5,3,1,3543,3925,40,0,1,0,0,0,1,0,0,1,0,0,0,0
15209,30,2,0,0,1,0,0,0,-1,0,2,5,0,0,0,0,0,0,0,0,1,1,1,1,1171,186,10,0,1,0,0,0,0,1,0,0,1,0,0,0
15210,34,0,0,0,1,1,0,0,-1,0,1,6,0,0,0,0,1,4,0,0,1,5,3,3,4830,4352,10,1,0,0,0,0,0,1,0,0,1,0,0,0
15211,59,0,0,0,1,0,0,0,853,0,5,6,0,0,0,0,0,0,0,0,1,3,1,1,1279,784,20,1,0,0,0,1,0,0,0,0,1,0,0,0
15212,29,0,0,0,1,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,3,1,1,204,206,10,1,0,0,0,0,0,1,0,0,1,0,0,0
15213,30,0,0,0,1,0,0,0,389,0,3,4,0,0,0,0,0,0,0,0,1,3,2,2,2030,1706,10,1,0,0,0,0,1,0,0,1,0,0,0,0
15214,31,7,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,3,303,305,10,0,1,1,0,0,0,0,0,0,1,0,0,0
15215,28,0,0,0,0,0,0,0,-1,0,-1,5,0,0,0,0,0,0,0,0,0,0,1,2,2086,560,10,1,0,0,0,0,0,1,0,1,0,0,0,1
15216,32,5,0,0,1,1,0,1,958,0,-1,5,0,0,0,0,0,0,0,0,1,3,1,1,2261,2204,10,0,1,0,0,0,0,1,0,0,1,0,0,1
15217,39,0,0,0,1,0,0,0,1172,1,4,6,0,0,0,0,0,0,0,0,1,3,2,2,2282,2281,10,0,1,0,0,0,0,1,0,0,1,0,0,0
15218,26,1,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,101,103,10,0,1,0,0,0,0,1,0,1,0,0,0,0
15219,25,0,0,0,1,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,3,1,2,262,264,10,0,1,0,0,1,0,0,0,1,0,0,0,0
15220,38,0,0,0,1,1,1,1,1278,0,-1,2,0,0,0,0,1,8,0,0,1,3,4,2,5401,4809,20,0,1,0,0,0,1,0,0,0,1,0,0,0
15221,32,0,0,0,1,1,0,0,-1,0,-1,2,0,0,0,0,0,0,0,0,1,5,1,2,3231,3955,10,0,1,0,0,0,1,0,0,1,0,0,0,0
15222,29,0,0,0,1,1,0,0,-1,0,2,6,0,0,0,0,0,0,0,0,1,3,1,1,1017,1017,10,1,0,0,0,0,1,0,0,1,0,0,0,0
